timestamp,service,cost,day_of_week,day_name,is_weekend,week,month,service_encoded,rolling_mean_7,rolling_std_7,deviation,pct_deviation,cost_prev,cost_change,cost_change_rate,upper_bound,lower_bound,baseline_anomaly,volatility,anomaly_label,anomaly_flag,anomaly_score,cost.1,rolling_mean_7.1,rolling_std_7.1,deviation.1,pct_deviation.1,cost_change_rate.1,volatility.1,top_feature,ml_signal_raw,deviation_signal_raw,shap_signal_raw,volatility_signal_raw,ml_signal_norm,deviation_signal_norm,shap_signal_norm,volatility_signal_norm,ais_score,ais_band,anomaly_type,root_cause,confidence,recommended_action
2024-01-01,EC2,122.48357076505616,0,Monday,0,1,1,0,122.48357076505616,0.0,0.0,0.0,0.0,0.0,0.0,122.48357076505616,122.48357076505616,0,0.0,1,0,-0.1553315712817047,-0.0736010534613217,-0.003425147826385,-0.6153855612502769,0.215677792460214,0.2695550835414219,0.1927535032841395,-0.8012130616207287,volatility,-0.1553315712817047,0.0,122.48357076505616,0.0,0.194411427891056,0.0,0.2276128622520185,0.0,11.356657221227332,Low,Normal,No anomaly,0.0,No action needed
2024-01-02,EC2,120.26791614596908,1,Tuesday,0,1,1,0,121.37574345551262,1.566704405923768,-1.1078273095435378,-0.0091272538213291,122.48357076505616,-2.215654619087076,-0.0180894010874573,124.50915226736016,118.24233464366507,0,0.0129078861413454,1,0,-0.1816425168213298,0.0070522866525616,-0.0816825386029156,-0.2708212620695864,0.236366534891989,0.2374725670727419,0.2106799615790191,-0.226751402520983,rolling_std_7,-0.1816425168213298,0.0091272538213291,121.37574345551262,0.0129078861413454,0.1322118328150279,0.0044910015273321,0.2248928160815237,0.01272635749449,9.45089587839377,Low,Normal,No anomaly,0.0,No action needed
2024-01-03,EC2,125.15195788365936,2,Wednesday,0,1,1,0,122.6344815982282,2.445515586446277,2.517476285431158,0.0205282890043597,120.26791614596908,4.884041737690282,0.0406096778601014,127.52551277112076,117.74345042533564,0,0.0199414989582067,1,0,-0.1886185968007689,-0.0588930140034139,-0.1012045981126567,-0.0583193926599516,0.1827627459579401,0.2776083867079553,0.1233393403251929,0.0031548201005244,pct_deviation,-0.1886185968007689,0.0205282890043597,125.15195788365936,0.0199414989582067,0.1157202419185466,0.0101008013008966,0.2341645477907556,0.0196610538657638,9.331439269977606,Low,Normal,No anomaly,0.0,No action needed
2024-01-04,EC2,130.47305289212082,3,Thursday,0,1,1,0,124.59412442170137,4.398616938469837,5.878928470419467,0.0471846327092866,125.15195788365936,5.321095008461455,0.0425170702342285,133.39135829864105,115.7968905447617,0,0.035303563517543,1,0,-0.2030146856466253,-0.1434741962132929,-0.0729048358766037,0.3897739139251494,0.0586861991269135,0.1653595652158681,0.1389180769507131,0.3751138728439612,rolling_std_7,-0.2030146856466253,0.0471846327092866,130.47305289212082,0.035303563517543,0.0816876034661487,0.0232168691385373,0.2472294216893493,0.0348070757081266,9.022266764880213,Low,Normal,No anomaly,0.0,No action needed
2024-01-05,EC2,122.61676901328023,4,Friday,0,1,1,0,124.19865334001712,3.910608662444733,-1.5818843267368976,-0.0127367258567525,130.47305289212082,-7.8562838788405855,-0.0602138380497467,132.0198706649066,116.37743601512766,0,0.0314867210103438,1,0,-0.2088298346973339,0.027209899019417,-0.1309125513086925,0.3617383539648868,0.2287012358116535,0.2913551580862235,0.0817298797153912,0.2767848487543784,rolling_std_7,-0.2088298346973339,0.0127367258567525,124.19865334001712,0.0314867210103438,0.0679404762214782,0.0062670170453917,0.2318239010573601,0.031043910948624,7.668063864490053,Low,Normal,No anomaly,0.0,No action needed
2024-01-06,EC2,123.52695273430568,5,Saturday,1,1,1,0,124.08670323906522,3.508487571482773,-0.5597505047595348,-0.0045109624564003,122.61676901328023,0.9101837210254472,0.0074229948653835,131.10367838203075,117.06972809609968,0,0.0282744822543838,1,0,-0.213274461815776,0.0151306957908439,-0.0705604909597473,0.3088981487886383,0.2596538176678519,0.3355560502348598,0.2256504583091337,0.2366947545964829,pct_deviation,-0.213274461815776,0.0045109624564003,124.08670323906522,0.0282744822543838,0.0574332899018271,0.0022195875865849,0.2315490301990977,0.0278768471615443,7.125886085566617,Low,Normal,No anomaly,0.0,No action needed
2024-01-07,EC2,133.4796205236347,6,Sunday,1,1,1,0,125.4285485654323,4.781395858807995,8.051071958202414,0.0641885073884701,123.52695273430568,9.952667789329029,0.0805708127928008,134.9913402830483,115.8657568478163,0,0.0381204720320028,1,0,-0.1847551194665497,-0.2839208855227634,-0.1488424307916853,0.3272094500730001,-0.1394238758291127,0.1199945328830258,0.0179013240167573,0.3331315757044189,volatility,-0.1847551194665497,0.0641885073884701,133.4796205236347,0.0381204720320028,0.1248535786666287,0.0315835069739314,0.2546114411629464,0.0375843689373766,10.973374819869528,Low,Normal,No anomaly,0.0,No action needed
2024-01-08,EC2,130.2779658627734,0,Monday,0,2,1,0,126.54203357939193,4.88766286849881,3.735932283381501,0.029523249172419,133.4796205236347,-3.201654660861294,-0.0239860917227695,136.31735931638954,116.76670784239433,0,0.0386248137792425,1,0,-0.2045383766920072,-0.0971149188887109,-0.159838980898311,0.3459369682516163,0.1216045329349096,0.2394775492788622,0.1928843345488932,0.3271822481961255,rolling_std_7,-0.2045383766920072,0.029523249172419,130.2779658627734,0.0386248137792425,0.0780855677315913,0.0145267086596517,0.2467504248975946,0.0380816179295419,8.675028897290273,Low,Normal,No anomaly,0.0,No action needed
2024-01-09,EC2,124.91765227532768,1,Tuesday,0,2,1,0,127.2062815978717,4.153732797914927,-2.288629322544012,-0.0179914789889394,130.2779658627734,-5.360313587445731,-0.0411452016501388,135.51374719370153,118.89881600204184,0,0.0326535169427454,1,0,-0.2080702554207739,0.0306958084111595,-0.2212437440737669,0.3878966919945925,0.113185546064341,0.2438399069166173,0.1822902166071058,0.3703397449029834,rolling_std_7,-0.2080702554207739,0.0179914789889394,127.2062815978717,0.0326535169427454,0.0697361366381295,0.00885258164175,0.2392085246846835,0.0321942977738763,7.9734271918888515,Low,Normal,No anomaly,0.0,No action needed
2024-01-10,EC2,130.7649389129163,2,Wednesday,0,2,1,0,128.0081360306227,4.23209914783695,2.756802882293613,0.021536151938597,124.91765227532768,5.847286637588624,0.0468091263563736,136.4723343262966,119.5439377349488,0,0.0330611705510095,1,0,-0.2080798218202828,-0.11458986978417,-0.1275822576963547,0.3832121886471722,0.1849812046797095,0.2760867560999725,0.1284915004800342,0.3767771058503464,rolling_std_7,-0.2080798218202828,0.021536151938597,130.7649389129163,0.0330611705510095,0.0697135214806889,0.0105967132220074,0.2479460888505993,0.0325962183901474,8.205739701348536,Low,Normal,No anomaly,0.0,No action needed
